index,beer/ABV,beer/beerId,beer/brewerId,beer/name,beer/style,review/appearance,review/aroma,review/overall,review/palate,review/taste,review/text,review/timeStruct,review/timeUnix,user/ageInSeconds,user/birthdayRaw,user/birthdayUnix,user/gender,user/profileName;;;;;;;;;;;;
"40163,5.0,46634,14338,Chiostro,Herbed / Spiced Beer,4.0,4.0,4.0,4.0,4.0,""Pours a clouded gold with a thin white head. Nose is quite floral with a larger amount of spices added. Definitely a spice forward fragrance. Flavor has an odd burn that hits on the first sip. After it fades it seems like a dirty vanilla aftertaste. Perhaps this is the absinthe? Regardless of that, I get a quite spiced tone on the tongue. Almost feel a little heat from it. I think that my inexperienced palate on these spices is contributing to my ignorance of what precisely they are. Overall a nice drinker indeed."",""{'min': 38, 'hour': 3, 'mday': 16, 'sec': 10, 'year': 2008, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 351}"",1229398690,,,,,RblWthACoz";;;;;;;;;;;;
"8135,11.0,3003,395,Bearded Pat's Barleywine,American Barleywine,4.0,3.5,3.5,3.5,3.0,""12oz bottle into 8oz snifter.		Deep ruby red hue with a one finger light tan head that settles to a thin rim along the glass.		Sharp piercing hops with some light hard candy in the background. 		The hops provide some bitterness, but they aren't as sharp as I would have expected. Mostly a light candy flavor like in the aroma. Full bodied with good carbonation. The finish is some lingering sweet flavor with a bit of bitterness.		A very sweet barleywine with a weird hard candy flavor that seemed to dominate. Not bad, but I would have liked a little more complexity."",""{'min': 38, 'hour': 23, 'mday': 8, 'sec': 58, 'year': 2008, 'wday': 4, 'mon': 8, 'isdst': 0, 'yday': 221}"",1218238738,,,,,BeerSox";;;;;;;;;;;;
"10529,4.7,961,365,Naughty Nellie's Ale,American Pale Ale (APA),3.5,4.0,3.5,3.5,3.5,""First enjoyed at the brewpub about 2 years ago, I finally managed to get a bottle.	Slightly hazy orange-amber topped with a two finger foamy white head.	Very nice fruity aroma, soft and floral, tea and toast.	Fruity, slightly grapefruity hop note, toast and biscuity malt balance. Hoppier and more floral when it warms up.	Light-medium bodied, liked it better on draft but still a solid beer."",""{'min': 7, 'hour': 18, 'mday': 26, 'sec': 2, 'year': 2004, 'wday': 4, 'mon': 11, 'isdst': 0, 'yday': 331}"",1101492422,,,,Male,mschofield";;;;;;;;;;;;
"44610,4.4,429,1,Pilsner Urquell,Czech Pilsener,3.0,3.0,2.5,3.0,3.0,""First thing I noticed after pouring from green bottle to glass was the skunky smell. Overpowering. Lacing was minimal and faded quickly. Bottle had exp date and was still within freshness date. 		Taste was like drinking a milwaukee's best with some skunk. Just couldn't get over the skunky smell to finish my second bottle. Almost $10 a sixer, I would have been better off getting Bud Light."",""{'min': 7, 'hour': 1, 'mday': 20, 'sec': 5, 'year': 2011, 'wday': 0, 'mon': 6, 'isdst': 0, 'yday': 171}"",1308532025,1209827047.0,""Aug 10, 1976"",208508400.0,Male,molegar76";;;;;;;;;;;;
"37062,4.4,4904,1417,Black Sheep Ale (Special),English Pale Ale,4.0,3.0,3.0,3.5,2.5,""A: pours an amber with a one finger head but only with a very strong pour, head recedes to a light layer of foam with some large bubbles and good lacing	S: sweet caramel and bread from the English malts comes through, some mild fruityness on the back end	T: not a lot of complexity with this for me. I didn't expect much considering the style but it's just bland and lacking more bready layers	M/D: more carbonated than I would have wanted. I would expect this to be much better on cask"",""{'min': 51, 'hour': 6, 'mday': 12, 'sec': 48, 'year': 2011, 'wday': 5, 'mon': 3, 'isdst': 0, 'yday': 71}"",1299912708,,,,,Brewbro000";;;;;;;;;;;;
"14095,10.0,21436,14,YouEnjoyMyStout,Russian Imperial Stout,4.0,4.0,4.0,4.0,4.5,""served in a snifter";" on-tap at CBC.		color is the typical imperial stout used motor oil black";" impenetrable. by the time the beer arrived at our table the had had receded into a collar around the glass.		noses offers ample amounts of roastiness, chocolate, molasses and dark fruits, also an atypical tartness to it. not picking up much in the way of bourbon.		flavor imparts more of the same: big notes of roasted malt with chocolate and molasses not far behind, also some dark fruit characters to it and a very distinct and unusual tartness, which adds almost a distinctive flair. more bourbon than i picked up in the aroma but still a subtle presence on that front. medium-full on the palate with average carbonation.		overall a tasty and interesting beer. i like the unique element that the tartness bring";" could use a bigger bourbon presence though. also priced very reasonably at $5.50 a glass."",""{'min': 16, 'hour': 1, 'mday': 20, 'sec': 9, 'year': 2011, 'wday': 1, 'mon': 12, 'isdst': 0, 'yday': 354}"",1324343769,,,,,perrymarcus";;;;;;;;;
"37368,5.7,3939,1417,Riggwelter Yorkshire Ale,English Brown Ale,4.0,4.0,3.5,3.5,3.5,The beer pours with an off white head that leaves a good lace. Dark ruby red color. Starts and finishes with a mix of malts and hops. The porter style is here but it is a mild version. Don't let the wierd label with a helpless black sheep throw you - its a good ale. 500ml is $4.29.,""{'min': 8, 'hour': 16, 'mday': 24, 'sec': 22, 'year': 2003, 'wday': 3, 'mon': 4, 'isdst': 0, 'yday': 114}"",1051200502,,,,Male,jdhilt";;;;;;;;;;;;
"22189,8.3,11757,1199,Founders Breakfast Stout,American Double / Imperial Stout,5.0,4.0,5.0,4.5,5.0,""A(ppearance) - Thick, creamy, brown head and a deep, deep brown (nearly black) appearance. On visuals alone it looked delectable, like a meal rather than a drink.		S(mell) - Not as vibrant as I expected. Hints of coffee and roasted chocolate, but not overpowering. Needed to get right onto the glass to really get it.		T(aste) - Like a dream of a perfect woman in your embrace just before waking in the morning. Which is to say, utterly divine. VERY full flavored, like a meal in a glass. None of the breakfasty flavors are way up front, though. You don't taste strong chocolate or coffee";" they're just hints in an impressive weave of roasty, malty flavors. It's perfectly balanced so that it tastes like a complex stout with some smokey nuances and a smoothness (probably brought on by the chocolate) that belies its bitterness. I'm impressed. Hyped beers often don't live up to it. This one does.		M(outhfeel)- Heavy mouthfeel, yet went down more easily than stouts of similar consistency. Only slightly as dry on the mouth as, say, an imperial stout. Very pleasant considering its potency.		D- Stupidly good stout that really *would* make a good breakfast if it weren't for the alcohol. Offers a complex yet not challenging taste. None of the boasted flavored (chocolate, coffee, oatmeal) are prominent, instead mixing into a pleasing and heady beverage. Considering it's a high ABV and very complex stout, it's surprisingly drinkable. Believe the hype."",""{'min': 42, 'hour': 2, 'mday': 3, 'sec': 18, 'year': 2010, 'wday': 4, 'mon': 12, 'isdst': 0, 'yday': 337}"",1291344138,,,,,Shoegaze99";;;;;;;;;;;
"41044,5.0,30371,13831,Taps Premium Lager,Dortmunder / Export Lager,3.5,3.0,3.5,2.5,4.0,""355ml bottle from a 6-pack purchased at the brewpub. Currently rated as Taps' best beer, let's see if it delivers. 		A: dark golden yellow, amber tinge, paper-thin ring of white foam. Bubbly carbonation in the body, no lacing in sight. 	S & T: biscuit, sweet and husky malts, whole wheat bread, apple butter, brown sugar, and a musty, leafy hop bitterness to end.	M: light bodied, thin and watery, low carbonation, redeeming spiciness in the finish.	D: an easy drinker with several flavours that you don't normally find in a lager. Seems to be molded in the pre-Prohibition style, which I really enjoy. Good session Dortmunder, give this a try if you're in the mood for something different."",""{'min': 4, 'hour': 4, 'mday': 23, 'sec': 8, 'year': 2010, 'wday': 2, 'mon': 6, 'isdst': 0, 'yday': 174}"",1277265848,,,,Male,cratez";;;;;;;;;;;;
"7506,15.0,32222,765,Trafalgar Korruptor,American Strong Ale,3.5,3.0,2.5,3.0,2.5,200ml bottle poured in a highball glass. Thanx Pootz!		Dark & Hazy. Dark brown with chestnut highlights. Very little dark beige/light brown head.		Aroma is all malt and alcohol.		Flavour is dominated by the alcohol with some malt sweetness. All malt and boozy.		Medium bodied and lightly carbonated.		A little heavy handed in the alcohol for me. Definitely a sipping brew better suited to a cold night than a hot summer evening.,""{'min': 29, 'hour': 5, 'mday': 28, 'sec': 8, 'year': 2007, 'wday': 5, 'mon': 7, 'isdst': 0, 'yday': 209}"",1185600548,,,,,Noxious26";;;;;;;;;;;;
"42733,5.4,727,263,Aecht Schlenkerla Rauchbier MÃ¤rzen,Rauchbier,4.5,5.0,4.5,4.5,4.5,""Video review at: http://www.youtube.com/watch?v=CvI-00Y2RxA		Appearance: Deep red-copper transparent, 3-finger khaki head sticks around, excellent lacing		Smell: Spicy smoked bacon, charred wood, beef jerky		Taste: Medium body, sweet campfire smokiness, prosciutto, maple syrup sweetness, light toasted oats + caramel, hop bitterness balances finish, salty peanut afterthought, medium carbonation, drinkable		Pairings: Sharp cheddar, prosciutto, barbecue, smoked meat"",""{'min': 55, 'hour': 22, 'mday': 12, 'sec': 15, 'year': 2011, 'wday': 2, 'mon': 10, 'isdst': 0, 'yday': 285}"",1318460115,,,,,properhops";;;;;;;;;;;;
"16716,6.5,48911,1199,Founders Cerise,Fruit / Vegetable Beer,3.5,3.0,3.0,4.0,3.0,""12oz bottle received in a trade with russpowell. Thanks Russ!		It pours a hazy orange with about a 1 finger head of foam, very good lacing.		Very sweet cherries in the smell, some of the sweet very sugar like. 		Lots of cherry sweet in the taste with very mild sour notes, lots of sugary sweetness and a cough syrup kind of taste that takes over after a few sips. Maybe some cinnamon. Weird but not off putting to where I'd say this is disgusting.		Close to full bodied, medium carbonation, and fairly drinkable. An interesting experiment by Founders. Some work really well, some don't."",""{'min': 57, 'hour': 1, 'mday': 1, 'sec': 54, 'year': 2011, 'wday': 5, 'mon': 1, 'isdst': 0, 'yday': 1}"",1293847074,,,,,Bitterbill";;;;;;;;;;;;
"31585,9.8,24905,1199,Founders Curmudgeon (Old Ale),Old Ale,3.5,4.0,4.0,3.5,4.5,""A - A cloudy reddish orange amber that leaves little to no head or lace, but can be coaxed into a frothy topping with a good shake.		S - Rich, deep caramel malts with toffee and candie sugar coming through. The grain is complemented by some vanilla and fruity yeasty notes. An almost sage quality is hidden behind the grain while alcohol notes rise above. Similar to a doppelbock.		T - Surprisingly roasty tasting, with some coffe and chocolate flavors coming at first. There is then a bit of almost scotch like character which lingers out to toffee and caramel with a slight bitter that doesn't presume much. Spicy notes give the beer an almost whiskey like quality that are rounded out by plums, figs, and taffy. The beer has a very woody character and is quite smoky all and all. A really interesting profile.		M - Sticky, coating, and slightly carbonated. There is surprisingly little bitter involved, and the sweet malts leave you with a resinous and involved mouthfeel.		O - A really interesting outing. Not sure if its oak-aged, but I wouldn't be surprised. The grains predominate, but there's enough going on behind it to give it a really unique and flavorful character that is highly recommended."",""{'min': 37, 'hour': 6, 'mday': 12, 'sec': 53, 'year': 2011, 'wday': 0, 'mon': 9, 'isdst': 0, 'yday': 255}"",1315809473,988470247.0,""Aug 16, 1983"",429865200.0,Male,doopydoogle";;;;;;;;;;;;
"17924,10.2,35036,1199,Founders Backwoods Bastard,Scotch Ale / Wee Heavy,4.0,4.5,4.0,4.0,4.0,""One would hope that this beer would be enjoyed after one has becom acquainted with dirty bastard, as there are obvioisly many more similarities than differences. Unless one is recently-familiar with DB, the differences may go unnoticed altogether. Basically, you don't really need to write a full review on this, but rather add some comments onto a DB review.. The bourbon presence is definitely noticeable and a nice touch. The flavor (and aroma) are both a bit more complex with whiskey and bourbon notes, as well as hints of vanilla and sweetened chocolate. Overall, in many ways it is very similar to DB and the other prominent Wee Heavys (skullsplitter, etc), except the brown liquor presence adds extra boozey warmth while at the same time slightly decreasing the drinkability as the sweetness and liquor-like qualities could get tiring after your second or even first bottle. It certanly puts the """"scotch"""" in scotch ale, though for all it's deliciousness and highlights (which, like DB there certainly are many) it seems as though it's not quite perfect and falls just short of a solid A."",""{'min': 28, 'hour': 6, 'mday': 9, 'sec': 16, 'year': 2009, 'wday': 0, 'mon': 2, 'isdst': 0, 'yday': 40}"",1234160896,,,,,BirdFlu";;;;;;;;;;;;
"29347,7.2,5441,1199,Founders Centennial IPA,American IPA,4.0,4.0,4.5,4.5,4.0,""Paid around $1.79 for a single at Jungle Jim's...		The beer pours a slightly hazy and amber colored base with a frothy white head, nice head retention and a few specs of lacing on the glass. The aroma is a double dose of sweet hops with a lemony/orange/citrus after-smell.		The taste has a medium body, silky smooth thanks to the head with a rush of lemon and floral hops, a touch of malt and a dry aftertaste that leaves you with a craving for more. Great mouthfeel because of the frothy head and very drinkable at a resounding 7.2% abv that does not hint alcohol anywhere.		Final Thought: Excellent IPA from an excellent brewery, you won't be disappointed!"",""{'min': 8, 'hour': 0, 'mday': 28, 'sec': 25, 'year': 2008, 'wday': 2, 'mon': 5, 'isdst': 0, 'yday': 149}"",1211933305,,,,,mobyfann";;;;;;;;;;;;
"14406,5.5,71164,14,Mother Hubbard,Saison / Farmhouse Ale,4.0,4.0,4.0,4.0,4.0,""Teardrop glass. Consumed on 3/11/11	A) Poured with a thin head. Hazy body. Amber in color. Thin, sticky lacing.	S) Yeasty and pungent. Hints of dark fruit - apples, cherries as well as honey.	T) Classic Saison flavors. Earthy. Subtle sour/bitter notes. The addition of squash is pleasant and noticeable, most profound toward the finish. Residual earthy bitterness hangs in the aftertaste.	M) Medium body. Dry. Slight gritty feel.	O) A great brew crafted with local ingredients. If only a mainstay or returning seasonal."",""{'min': 14, 'hour': 19, 'mday': 18, 'sec': 52, 'year': 2011, 'wday': 0, 'mon': 7, 'isdst': 0, 'yday': 199}"",1311016492,,,,Male,u2carew";;;;;;;;;;;;
"14102,10.0,21436,14,YouEnjoyMyStout,Russian Imperial Stout,4.0,4.5,4.0,4.0,5.0,""Presented in a snifter glass. Pitch black pour with a tan fluffy head. Aroma is of vanilla, bourbon, oak, chocolate and roasted malts. Big barrel flavors really come through in the flavor. Flavor follows the nose with notes of dark chocolate, coffee, and vanilla. Slick, chewy mouthfeel with a warming alcohol finish. CBC really hit it out of the park with this beer. Phenomenal imperial stout."",""{'min': 48, 'hour': 0, 'mday': 13, 'sec': 4, 'year': 2010, 'wday': 0, 'mon': 12, 'isdst': 0, 'yday': 347}"",1292201284,921164647.0,""Oct 3, 1985"",497170800.0,Male,muttyd";;;;;;;;;;;;
"28009,9.4,34146,1199,Founders Double Trouble,American Double / Imperial IPA,4.5,4.5,4.0,4.0,4.5,""Poured from a 12oz bottle into a tulip glass		A:Poured a golden semi cloudy orange with a fingers worth of head slowly residing leaving awesome lacing on the side of the glass		S:Strong grapefruit aroma coming throught with lots a hops coming up to the senses		T:Solid hops up front with a small amount of malt in there as well. Finish has more of that gloreuos grapefruit hops taste coating the palate with a small alcohol burn		M:Nice body to this one with decent carbonation and solid mouthfell		D:All around great brew. Easy drinkability, fantastic taste, and what can I say....HOPS!!!	As I said before another great offering from Founders, these guys just know how to brew a fantastic beer"",""{'min': 33, 'hour': 4, 'mday': 4, 'sec': 59, 'year': 2010, 'wday': 2, 'mon': 8, 'isdst': 0, 'yday': 216}"",1280896439,,,,,SuperNova777";;;;;;;;;;;;
"2889,8.2,37518,14879,Mean Manalishi Double I.P.A.,American Double / Imperial IPA,4.0,3.5,4.0,4.0,4.0,""Appearance: Amber/Ruby Color		Smell: Hops. Hoppy Goodness.		Taste: Grapefruit, Hops, Pine, not too much after that. The tasting profile on this guy is pretty textbook. Would be awesome aged in oak barrels!		Mouthfeel: Great - smooth, refreshing		Drinkability: A sessionable Double IPA. I recommend this as a palate builder for the growing/evolving beer drinker."",""{'min': 36, 'hour': 17, 'mday': 2, 'sec': 10, 'year': 2009, 'wday': 5, 'mon': 5, 'isdst': 0, 'yday': 122}"",1241285770,,,,,LauraAlberts";;;;;;;;;;;;
"35727,5.7,16638,3268,Cherry Chocolate Beer,Fruit / Vegetable Beer,3.0,2.0,2.0,2.0,2.5,""A nice dark cranberry-brown red. Fine head.		Nose smells artificial (as my roommate said: nail polish). Very cherry. Some tartness. Taste is light but satisfying. Minor chocolate bitterness on the finish. Drinkable and refreshing, but I hoped for something more robust.		A bit thin on the mouth. A nice thick chocolate stout with added cherries would be the way to go - this just seems too light and mild.		As I said: drinkable, but I was hoping for something more viscous, more potent, and more delicious. A fine change of pace though."",""{'min': 53, 'hour': 23, 'mday': 21, 'sec': 49, 'year': 2008, 'wday': 4, 'mon': 11, 'isdst': 0, 'yday': 326}"",1227311629,,,,,Verecund";;;;;;;;;;;;
"18464,10.5,21822,1199,Founders Imperial Stout,Russian Imperial Stout,4.0,4.5,4.0,4.0,4.5,""Served from bottle. 2011 vintage. I can tell you up front that I love this beer. I've already bought a case to go with my four pack. The case has gone straight to the cellar. Can't wait to revisit this in about a year. 		Pours very very dark into my tulip glass. About a one finger head forms with a dark tan color. Recedes to a thin film and leaves a bit of lacing on the sides of the glass. Looks great. 		Smells inviting. Chocolate. Dark roast. Coffee. A bit of earthy hops. Slight heat from alcohol, but that's to be expected with the high ABV. 		Tastes like awesome. Bits of coffee and chocolate dance on the tongue. This was served warmed up a bit so all the molasses and dark roasty flavors are coming out to play. At the end of the sip a bit of bitterness comes out and lets the chocolate hang around. This is just so full of flavor. I absolutely love this beer. 		Mouthfeel is pretty thick. Not the thickest thing I've drank but still in the grand scheme of things is pretty full bodied. Nice. 		Drinkability, especially considering it's an Imperial Stout, is high. I could drink these all night if it weren't for the fact I wouldn't be able to stand after only a few. Very well balanced and awesome. Doesn't get much better IMO."",""{'min': 59, 'hour': 1, 'mday': 4, 'sec': 40, 'year': 2011, 'wday': 4, 'mon': 3, 'isdst': 0, 'yday': 63}"",1299203980,858956647.0,""Sep 23, 1987"",559378800.0,Male,bootlegger1929";;;;;;;;;;;;
"10805,6.5,960,365,Pike India Pale Ale,American IPA,4.0,4.0,4.0,4.0,4.0,""Poured from a chilled bomber, 6.3 ABV, 60 IBU. 		A-Pours a dark apricot unfiltered amber with a fairly thin eggshell head that settles rapidly. Nice looking beer, a bit dark from what I would expect from an IPA.		S-Mostly sweet caramel malts. Not picking up much hop character here, but what I am picking up is of the citrus rind variety.		T-Huge creamy hop goodness mated with an equally huge sweet juicy malt backbone. Well balanced taste that tapers off in a lingering astringent bitter finish. Feels bigger than the ABV suggests, taste-wise.		M-Well balanced carbonation, and a creamy mouthfeel that is fairly heavy for the style, but I'm not saying it is a bad thing, just different.		O-I will definitely be buying this again. Nice switchup from the traditional summer refresher IPA, this would do very well with some chill in the wind. Well done."",""{'min': 58, 'hour': 23, 'mday': 10, 'sec': 48, 'year': 2011, 'wday': 2, 'mon': 8, 'isdst': 0, 'yday': 222}"",1313020728,,,,,caddybuyer";;;;;;;;;;;;
"12420,6.3,176,60,Benchwarmer Porter,English Porter,4.0,4.0,4.0,4.0,4.0,""The label of 12-ounce bottle is decorated with a bit of baseball schtick and capped with a baseball-painted crown. Prying the lid off and unceremoniously dumping the contents into my imperial pint-sized dimpled seidel yields a body that is clear and smoky garnet in color. The three-finger thick cap of pale beige foam that puffs up atop slowly consolidates itself into a bumpy, wallopy mass that leaves scrappy lacing on the sides of the glass.		The smell is toasted and chocolatey with a whiff of coffee and warm buttered toast. Soft caramel is present in the aroma and becomes increasingly noticeable as the drink progresses.		The taste is mocha-chocolatey with a mild black coffee bitterness. The brew is somewhat fruity, with a dab of warm, buttery caramel drizzled on a slice or two of greenish-red apple. The vague orchardfruitiness provides a countering twist of tartness that doesn't offend my palate one bit.		The drink is medium in body with mild carbonation. Quite an easy drinker";" thanks to Lum for the opportunity!"",""{'min': 19, 'hour': 20, 'mday': 2, 'sec': 32, 'year': 2009, 'wday': 6, 'mon': 8, 'isdst': 0, 'yday': 214}"",1249244372,,,,Male,cvstrickland";;;;;;;;;;;
"14909,10.6,47658,1199,Founders CBS Imperial Stout,American Double / Imperial Stout,4.5,4.5,4.5,5.0,5.0,""10/31/11	Poured a viscous black with a tiny tan head.		Aroma mostly consists of chocolate, bourbon and coffee. Not much maple in the nose.		Taste follows the nose. You can taste the barrel aging as the bourbon at times almost overpowers. Lots of chocolate and roasty malt flavor with a touch of vanilla and just a bit of maple syrup. Seems to have less maple presence than when it had it on tap at Founders.		Mouthfeel is just a touch thin for the style although far from watery. Lowish carb levels.		A fine beer, but it's impossible to live up to the crazy hype train. I slightly preferred the KBS we opened along with this and FWIW, it was a 2-2 tie between KBS and CBS as best beer amongst our tasting party.		[Edit] Cracked another bottle on 11/25. In this bottle the bourbon was much more subdued and more maple flavor was present much more similar to what I remember from having it on tap on release day. Incredibly smooth and one of the best beers I've ever had. I'm not sure if the first bottle was slightly off or if it really did just congeal and become awesome in just under a month. Went from a very good beer to a f'ing spectacular one."",""{'min': 57, 'hour': 10, 'mday': 31, 'sec': 28, 'year': 2011, 'wday': 0, 'mon': 10, 'isdst': 0, 'yday': 304}"",1320058648,1036591447.0,""Feb 5, 1982"",381744000.0,Male,jmarsh123";;;;;;;;;;;;
"6643,9.0,8422,3282,La Binchoise SpÃ©ciale NoÃ«l (Reserve Special - USA),Belgian Strong Pale Ale,4.0,4.0,4.5,4.5,4.5,""Served on tap in a tulip glass, this is an opaque orange-red hue, with a small white head that dissipates quickly and little or no lacing. The smell contains hints of orange peel and spice. This was served a bit too cold, and initially I could taste mint and little else. As it warmed, a host of complex flavors emerged, including orange peel, tangarine, butterscotch, and a warming alcohol presence, as well as a hint of the aforementioned mint. The flavors blend beautifully and feel rich and tasty on the tongue. Although I would not have more than one in a session, I would thoroughly enjoy that one. A fine beer!"",""{'min': 21, 'hour': 15, 'mday': 25, 'sec': 16, 'year': 2006, 'wday': 5, 'mon': 2, 'isdst': 0, 'yday': 56}"",1140880876,,,,,edbeered";;;;;;;;;;;;
"45395,5.4,20447,2098,ESG (Extra Special Golden),American Blonde Ale,3.5,2.5,3.5,3.5,3.0,""Had this at the Concordia Ale House in Portland, OR on 2010-01-28		A - Served in a 16 oz glass. Clear gold color with zero head		S - Not much here. Maybe a little grass and citrus.		T - Lots of grain, mild citrus, some candy, a bit oily with medium hop bitterness.		M - Light to medium body and medium carbonation		D - Easy to drink but not enough flavors to make me want to do so"",""{'min': 37, 'hour': 15, 'mday': 27, 'sec': 44, 'year': 2010, 'wday': 1, 'mon': 4, 'isdst': 0, 'yday': 117}"",1272382664,,,,,Tucquan";;;;;;;;;;;;
"24650,6.9,23474,1199,Founders RÃ¼bÃ¦us,Fruit / Vegetable Beer,3.5,3.5,3.5,3.0,4.0,""appearance: rose in color a bit of pink head that dissipates into a film		smell: raspberries amd a bit of nuttiness		taste: a bit of raspberrie juice sweetness and sourness, a bit of light seedy bitterness on the finish. 		mouthfeel: light carbonation, medium light body, a bit of astringence on the finish		drinkability: This stuff is not bad, I could drink it every once in a while if it were available. It's special and it's well executed but it's not neccesarily my thing."",""{'min': 33, 'hour': 2, 'mday': 6, 'sec': 39, 'year': 2008, 'wday': 4, 'mon': 6, 'isdst': 0, 'yday': 158}"",1212719619,,,,,Donnie2112";;;;;;;;;;;;
"2388,3.75,19895,2188,White Rapids Ale,American Pale Ale (APA),2.5,3.0,3.0,2.5,3.0,On tap 9/15/04 at Cedar Brewing Co.		Very pale with a wispy white head. Faint grain aroma and taste bordering on the verge of nothing. A touch of cooked-corn character. Very light bodied.		Advertised as their lightest beer and they were not kidding... Probably a good one to convert BudMilCor drinkers to...		Per CB website: Our lightest beer on tap made with 100% barley malt.		3.0% ABW / 3.75 ABV,""{'min': 17, 'hour': 15, 'mday': 17, 'sec': 53, 'year': 2004, 'wday': 4, 'mon': 9, 'isdst': 0, 'yday': 261}"",1095434273,,,,,RBorsato";;;;;;;;;;;;
"42078,4.3,29145,263,Aecht Schlenkerla Helles Lagerbier,Munich Helles Lager,4.0,3.5,4.0,4.0,4.0,""Light golden pour with a tight white cap that laced well. Even in the bottle there were evident floaties. Slight bandai aroma married to smoke. Supposedly no smoked malt is used in this, but you'd never know. Plastic and mild fruit is okay.		Flavour sets it apart. Smoke leads off and adds the complexity lacking in many helles. Beyond that its soft lager malts. Still some light plastic, but less noticeable and more fruity as it warms. Pleasant soft mouthfeel hits the spot.		Nice beer and an interesting helles. Immenesely flavourable for 4.3% and highly recommended."",""{'min': 38, 'hour': 21, 'mday': 29, 'sec': 48, 'year': 2010, 'wday': 2, 'mon': 9, 'isdst': 0, 'yday': 272}"",1285796328,1034431447.0,""Mar 2, 1982"",383904000.0,Male,bobsy";;;;;;;;;;;;
"45361,5.5,46238,18012,LPA (Lauren's Pale Ale),English Pale Ale,2.5,2.0,1.5,1.5,1.5,""Bomber	Appearance- Looks more orange than amber		Smell- It's hard to smell this beer with all the foam. If you enjoy huge foamy beer head then this is your beer. It seemed a tad out of control to me.		Taste- This beer may have been tainted or a bad batch. It wasn't skunky but it was hard to detect any floral or carmel notes of any kind. Just a bad beer taste. I would never recomend this beer to someone who wants to start drinking beer, if they did they would would swear off beer forever. 		Mouthfeel- Too much carbonation felt like soda pop		Overall- I really wanted to enjoy this beer because it is a local brew, but wow sad to say it was a bad beer."",""{'min': 4, 'hour': 23, 'mday': 20, 'sec': 55, 'year': 2011, 'wday': 5, 'mon': 8, 'isdst': 0, 'yday': 232}"",1313881495,,,,,Mike22";;;;;;;;;;;;
"20712,8.3,11757,1199,Founders Breakfast Stout,American Double / Imperial Stout,4.5,4.5,4.5,4.0,4.5,""A - Poured out an opaque, thick, jet black color with a small, very foamy, brown head. It left beautiful thick, sticky rings of lace.		S - It smelled of coffee, expresso, and rich chocolate malt. It really smelled like a chocolaty coffee.		T - It tasted of chocolate, dark malts, caramel, and coffee. It had a sharp and bitter hop kick.		M - It was sharp and smooth. A medium bodied beer with a dry finish.		D - This is a really delicious stout. It lives up to the hype. Truly a great beer."",""{'min': 37, 'hour': 1, 'mday': 22, 'sec': 57, 'year': 2009, 'wday': 3, 'mon': 1, 'isdst': 0, 'yday': 22}"",1232588277,,,,,zeff80";;;;;;;;;;;;
"6085,5.2,8950,2446,Firewater IPA,American IPA,4.0,3.0,2.0,3.0,2.5,""On-Tap @ SunSpot on the strip in Knoxville.		A: Golden orange in color, bubbly, thin head and lacing.		S: Citrus, sweet.		T: Hmmm, definitely bitter but not as much of a hop bite as I would expect in an IPA. Honestly reminds me of a SN Pale Ale knockoff.		M: Light, oily and a little slick.		D: Catawba must have amazing sales reps b/c I can't believe that any bar/restaurant would keep this on draught as their primary IPA, especially with the variety of options available within the style."",""{'min': 17, 'hour': 15, 'mday': 31, 'sec': 15, 'year': 2010, 'wday': 4, 'mon': 12, 'isdst': 0, 'yday': 365}"",1293808635,,,,,mattsdenney";;;;;;;;;;;;
"11813,4.5,51721,2554,Mango Beer,Fruit / Vegetable Beer,3.5,2.0,2.5,2.0,2.0,""Purchased from the International Beer Shop in Perth.		Pours a very clear yellow colour, bright and vibrant, with a filmy head of pale white bubbles around the edge. Light and bright, it looks visually quite appealing. Not bad.		 Nose is weird and funky, with artificial mango characters coming through with a hint of medicinal peah, and an undesirable whiff of ass. Rather green, funky and organic, with a natural methane cloud. The mango is tropical and pleasant enough, but it mixes very oddly with the rest of the aromas. Urr...		Taste is grainy and slightly yeasty on the front, before the mango sweetness tries valiantly to draw the palate back in the direction it was intended. It seems as though it puts all its effort into one thrust mid palate, meaning some organic and funky yeast manages to sneak in on the back, along with a husky grain that just adds rankness to the overt sweetness.		Pass. A poor base beer cannot be saved or masked by the addition of fruit, and that's what we have here. Mango isn't a necessarily unpleasant character in a beer (although I've not seen it used well), but here it just adds unsubtle and unnuanced sickly sweet notes to a beer that is rank and forgettable."",""{'min': 20, 'hour': 0, 'mday': 21, 'sec': 16, 'year': 2011, 'wday': 5, 'mon': 5, 'isdst': 0, 'yday': 141}"",1305937216,1021475047.0,""Jul 30, 1982"",396860400.0,Male,lacqueredmouse";;;;;;;;;;;;
